@relation 'Reuters-21578 Corn ModApte Train-weka.filters.unsupervised.attribute.NumericToBinary-weka.filters.unsupervised.instance.RemoveFolds-S0-N5-F1'

@attribute Text string
@attribute class {0,1}

@data
'EC REJECTS WHEAT EXPORT BIDS, GRANTS BARLEY The European Community\'s cereal\nmanagement committee rejected all bids to export free market\nsoft wheat at today\'s weekly tender, traders said.\n    The committee awarded 123,000 tonnes of free market barley\nexport licences at a maximum export refund of 138.75 Ecus per\ntonne.\n&#3;',0
'CORNING GLASS WORKS &lt;GLW> UNIT TRANSFERS STOCK Corning Glass Works\' subsidiary\nCorning International Corp said it agreed to transfer 55 pct of\nits capital stock of an Argentine glass manufacturer to a\nEuropean group.\n    It said it will transfer the capital stock of Rigolleau,\nS.A., to the group controlled by Camillo Gancia, an Argentine\nindustrialist.\n    The company said the transaction would reduce Corning\'s\nownership in Rigolleau to approximately 20 pct. The company\nsaid the change will not impact on its net income for th year.\n Reuter\n&#3;',0
'ZAYRE CORP &lt;ZY> 4TH QTR JAN 31 NET Shr 73 cts vs 60 cts\n    Net 43,792,000 vs 36,480,000\n    Rev 1.78 billion vs 1.34 billion\n    Year\n    Shr 1.49 dlrs vs 1.61 dlrs\n    Net 88,974,000 vs 94,647,000\n    Rev 5.35 billion vs 4.04 billion\n    NOTE: 4th qtr net includes pre-tax gain of 9.7 mln dlrs\nfrom sale of real estate and real estate development company.\n    Fiscal 1986 net includes extraordinary charge of 3.5 mln\ndlrs, or six cts a share. All per share data reflects a\ntwo-for-one stock split paid June 25, 1986.\n Reuter\n&#3;',0
'FARMERS CONCERNED ABOUT BRITISH SUGAR OWNERSHIP The National Farmers Union, NFU, remains\nconcerned about the future ownership of British Sugar despite\nlast week\'s decision by the government to block bids from\nItaly\'s Gruppo Ferruzzi and Britain\'s Tate &amp; Lyle Plc.\n    The union\'s sugar beet committee met yesterday to consider\nthe implications of a government Monopolies and Merger\nCommission, MMC, report issued last week. \"We are still\nconcerned about S and W Berisford being long-term owners of\nBritish Sugar,\" a spokesman said. \"We do not view Berisford as\nproviding the long-term stability we want.\"\n    The Trade and Industry Secretary accepted a recommendation\nlast week by the MMC that it block a bid by Tate and Lyle for S\nand W Berisford Plc and stop Gruppo Ferruzzi buying a majority\nof British Sugar, owned by Berisford.\n    Union officials believe a new bid for the monopoly beet\nprocessor is now likely. \"We are looking again at the\nundertakings that we have demanded of existing bidders and\nwhich we would seek of any future bidders,\" the spokesman said.\nThe NFU, which represents Britain\'s 11,500 sugar beet growers,\nis also taking legal advice on particular paragraphs in the MMC\nreport which it says need further explanation.\n Reuter\n&#3;',0
'ZAYRE &lt;ZY> PLANS MORE STORE OPENINGS IN 1987 Zayre Corp said it plans to\nopen 25 additional Zayre Stores, 35 new T.J. Maxx stores and 50\nHit or Miss Shops in 1987.\n    In addition, Zayre said it plans to add six new BJ\'s\nWholesale Clubs and eight new HomeClubs to its warehouse group.\n    Earlier, the company reported 1986 earnings, ended January\n31, of 89.0 mln dlrs, or 1.49 dlrs per share, versus 94.6 mln\ndlrs, or 1.61 dlrs per share, in fiscal 1985. It also reported\nfourth quarter net of 43.8 mln dlrs, or 73 cts a share, versus\n36.5 mln dlrs, or 60 cts a share in 1985\'s fourth quarter.\n Reuter\n&#3;',0
'DUTCH GROWTH LIKELY TO SLOW, JOBLESS RISE IN 1987 Leaks of a major Dutch official\neconomic forecast due to be published on Monday indicate\nreduced economic growth and a renewed rise in unemployment this\nyear, political and market sources say.\n    Concern over an anticipated fall in Dutch competitiveness\nthis year against a background of an average 2-1/2 pct wage\nincrease, zero inflation and a firm guilder has triggered some\ncalls for a change in monetary policy to help boost growth.\n    But whatever the government\'s response, the central bank\nwill stick to its policy of keeping the guilder firm, they say.\n    The official forecasting agency Centraal Planbureau (CPB)\npublishes its 1987 outlook at the start of a week which will\nalso see a key parliamentary debate on government finances and\nthe economy.\n    Merchant bank Pierson, Heldring en Pierson - in an estimate\nreflecting general sentiment - said last month that Dutch\neconomic growth was now seen around one pct.\n    Domestic consumer spending is not expected to offset the\ndecline in export growth caused by slowing growth in West\nGermany, the main Dutch trading partner, and the lower dollar,\nPierson said in its February economic outlook.\n    The latest growth forecasts are well below a 1.5 to two pct\ngrowth figure seen by the CPB early last month and forecasts of\n2.5 pct economic growth in 1987 made last September.\n    The fall in unemployment is bottoming out and the\ngovernment has already admitted it will not meet its goal of\nreducing unemployment by an annual 50,000 from 1986 to 1990.\n    Some analysts and industry leaders have questioned central\nbank policy of pegging the guilder firmly to the mark and if\nnecessary keeping interest rates up to support the guilder.\n    Employers federation NCW chairman Fred Lempers criticised\nthe guilder\'s revaluation in line with the West German mark in\nlast January\'s European Monetary System (EMS) realignment and\nexpressed concern over its effect on competitiveness.\n    But the employers federation VNO noted the Dutch economy\nhad become more competitive since 1980 and the fall of the\ndollar was affecting this gain more than the EMS realignment.\n    Some analysts also question the central bank\'s decision not\nto copy the latest Bundesbank discount rate cut and instead\nlower money market rates and abolish a credit quota surcharge.\n    Central bank president Wim Duisenberg has defended the move\nsaying the bank had adjusted the rates with the most impact on\nthe money market, noting \"the (4.5 pct) discount rate is at the\nmoment not the most important Dutch rate because it is already\nfar below the market rates.\"\n    Central bank officials say the heavy dependence on trade of\nthe Dutch economy requires a stable exchange rate, and interest\nrate policies serve that goal.\n    Analysts noted a large capital outflow from the Netherlands\nrecently as foreign investments in Dutch stock are being sold\nto take profits.\n    Loosening the tie between the guilder and the mark would\nreduce international confidence in the guilder and make it more\ndificult to attract foreign capital, they said, noting Dutch\ninterest rates rose sharply when the guilder was not revalued\ncompletely in line with the mark in a 1983 EMS realignment.\n    Many Dutch banks have reacted favourably to the decision\nnot to copy the last German discount rate cut, but Pierson\nwarned it could actually add to uncertainty over the guilder.\n    Some analysts noted friction between the Finance Ministry\nand the central bank, with Finance Minister Onno Ruding having\nsaid before the Bundesbank discount rate cut he favoured lower\nDutch rates but that the Germans should move first.\n    One analyst said Ruding wanted to bring interest rates down\nto reduce the government debt burden.\n    A Finance Ministry spokesman said lower interest rates were\nneeded but denied any suggestion of conflicting views between\nthe ministry and the central bank. \"The cabinet\'s policy is\nsteady, the guilder has to stay with the mark,\" he said.\n REUTER\n&#3;',0
'CHRYSLER &lt;C> SETS STOCK SPLIT, HIGHER DIVIDEND Chrysler Corp said its board declared a\nthree-for-two stock split in the form of a 50 pct stock\ndividend and raised the quarterly dividend by seven pct.\n    The company said the dividend was raised to 37.5 cts a\nshare from 35 cts on a pre-split basis, equal to a 25 ct\ndividend on a post-split basis.\n    Chrysler said the stock dividend is payable April 13 to\nholders of record March 23 while the cash dividend is payable\nApril 15 to holders of record March 23. It said cash will be\npaid in lieu of fractional shares.\n    With the split, Chrysler said 13.2 mln shares remain to be\npurchased in its stock repurchase program that began in late\n1984. That program now has a target of 56.3 mln shares with the\nlatest stock split.\n    Chrysler said in a statement the actions \"reflect not only\nour outstanding performance over the past few years but also\nour optimism about the company\'s future.\"\n reuter\n&#3;',0
'BANCO SANTANDER TO BUY WEST GERMANY\'S CC-BANK &lt;Banco Santander> signed a letter of\nintent with Bank of America &lt;BAC> to purchase its West German\naffiliate &lt;Bankhaus Centrale Credit AG>, CC-Bank, the bank said\nin a statement amplifying an earlier report from Frankfurt.\n    \"The incorporation of CC-Bank in our group will provide a\nmajor boost...For chanelling investment between Spain and the\nEuropean Community,\" the statement said.\n    \"This operation enables us to take up a solid position in\nWest Germany ahead of Spain\'s full integration into the EC\'s\nfinancial system in five years\' time.\"\n    The deal included the license for Visa credit cards.\n REUTER\n&#3;',0
'CANADIAN IMPERIAL SEES LOWER LOAN LOSSES &lt;Canadian Imperial Bank of Commerce>,\nearlier reporting higher net income for the first quarter ended\nJanuary 31, said it expects loan losses to be lower than last\nyear\'s 697.0 mln dlrs.\n    However, the bank said it will maintain the high level of\nprovisioning for loan losses established last year because of\nmany market uncertainties. Commerce bank set loan loss\nprovisions of 636.0 mln dlrs in fiscal 1986, ended October 31.\n    The bank earlier said first quarter net income rose to 96.5\nmln dlrs from 87.0 mln dlrs in the prior year. Profit per basic\nshare after dividends fell to 61 cts from year-ago 64 cts.\n    Commerce Bank said because of market uncertainties, it used\nan estimate of 600.0 mln dlrs for fiscal 1987 loan losses in\ncalculating first quarter results.\n    The bank\'s first quarter provision for loan losses rose to\n172.0 mln dlrs, from 152.0 mln dlrs in the prior year.\n    Commerce Bank also said it will continue to adopt an\nagressive posture in adding to its general provisions against\nloan exposure to 34 countries designated by the federal\ngovernment\'s Inspector General of Banks.\n    First quarter net partly benefitted from net interest\nincome, up to 561.8 mln dlrs from year ago 540.9 mln dlrs.\n    Commerce Bank said improved other income, which rose to\n213.6 mln dlrs from year-earlier 170.1 mln dlrs, and net income\nwas partially offset by the increased loan loss provisions,\nnon-interest expenses and income taxes.\n    The bank said first quarter total assets increased to 83.92\nbillion dlrs from 78.93 mln dlrs in the prior year, due mainly\nto continued expansion in consumer loan and mortgage fields.\n    Return on assets increased by two cts to 46 cts per 100\ndlrs of average assets from the first quarter in fiscal 1986,\nbut declined two cts from fiscal 1986 fourth quarter.\n    The bank also said total non-accrual loans increased to 2.4\nbillion dlrs in the first quarter from year-ago 1.8 billion\ndlrs. However, non-accrual loans declined 130 mln dlrs from\nfiscal 1986 year-end.\n    \"Despite the recent announcement of the suspension of\ninterest payments by Brazil, virtually all of the bank\'s loans\nto this country were income producing up to January 31, 1987,\nand there was little adverse impact on the bank\'s earnings\nprior to the announcement,\" Commerce bank said.\n    The bank did not disclose a forecast of the impact on\nfuture earnings by Brazil\'s suspension of interest payments.\n Reuter\n&#3;',0
'MERCANTILE STORES CO INC &lt;MST> 4TH QTR NET Qtr ends Jan 31\n    Shr 3.26 dlrs vs 3.17 dlrs\n    Net 47.9 mln vs 46.7 mln\n    Revs 673.1 mln vs 630.2 mln\n    12 mths\n    Shr 7.54 dlrs vs 6.95 dlrs\n    Net 111.1 mln vs 102.4 mln\n    Revs 2.03 billion vs 1.88 billion\n.\n&#3;',0
'INDIA BOUGHT AT LEAST EIGHT CARGOES SUGAR--TRADE India bought eight cargoes of white\nsugar at a buying tender this week but also gave sellers\noptions to sell an extra eight cargoes at the same prices,\ntraders said.\n    Four international firms shared the business which gave\neach of them sales of two cargoes of Mar/Apr shipment sugar at\n233 dlrs CIF and options on two cargoes of Apr/May.\n    This brings recent options India has given traders to some\n200,000 tonnes at fixed prices and makes future Indian\npurchases very dependent on price fluctuations, traders said.\n    At 233 dlrs CIF the sugar sold this week was at a discount\nof up to 10 dlrs to current prices, some traders said.\n Reuter\n&#3;',0
